soc_code,title,realistic,investigative,artistic,social,enterprising,conventional,top_skills,day_in_life,salary_low,salary_high,growth_pct
13-1041.03,Equal Opportunity Representatives and Officers,-1.6494764274501863,-0.35485756961456333,-0.1103050369335903,1.1211416275519068,1.5024664735216744,0.4360864781255235,"Reading Comprehension, Active Listening, Critical Thinking","Interpret civil rights laws and equal opportunity regulations for individuals or employers. Counsel newly hired members of minority or disadvantaged groups, informing them about details of civil rights laws.",60000,100000,15.0
13-1041.07,Regulatory Affairs Specialists,-1.5230486648022656,-0.15431505780632004,-0.7679797040997193,-0.058984277042521696,0.929149556650999,1.5498508989519677,"Reading Comprehension, Critical Thinking, Writing","Coordinate efforts associated with the preparation of regulatory documents or submissions. Communicate with regulatory agencies regarding pre-submission strategies, potential regulatory pathways, compliance test requirements, or clarification and follow-up of submissions under review.",70000,120000,35.0
13-1081.01,Logistics Engineers,-0.2486568173112244,1.1805460364172982,-0.713924252003873,-0.8877243785835529,0.3810333833790345,0.957849990584759,"Reading Comprehension, Critical Thinking, Systems Analysis","Propose logistics solutions for customers. Develop logistic metrics, internal analysis tools, or key performance indicators for business units.",70000,120000,25.0
13-1081.02,Logistics Analysts,-0.6431114367727371,0.2530369193041737,-0.7679797040997193,-0.6623070709643923,0.8976486271526103,2.0716144114112023,"Critical Thinking, Reading Comprehension, Reading Comprehension","Maintain databases of logistics information. Remotely monitor the flow of vehicles or inventory, using Web-based logistics information systems to track vehicles or containers.",70000,120000,15.0
13-1111.00,Management Analysts,-1.4724775597430972,1.1805460364172982,-0.24544366717320576,0.14654326813965407,1.1181551336413313,1.3592065386303238,"Reading Comprehension, Reading Comprehension, Active Listening",Gather and organize information on problems or procedures. Confer with personnel concerned to ensure successful functioning of newly implemented systems or procedures.,70000,120000,15.0
13-1131.00,Fundraisers,-1.7657899690862735,-0.9940868260033381,1.268108991510488,1.0813621026779372,1.8867778134020174,-0.6475762015975032,"Speaking, Persuasion, Active Listening","Identify and build relationships with potential donors. Solicit cash or in-kind donations or sponsorships from individual, business, or government donors.",60000,100000,35.0
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",-1.54833421733185,-0.047776848408190936,-0.5157209276524368,0.47803930875606654,1.338661640130053,1.1886300057109587,"Reading Comprehension, Active Listening, Speaking","Administer employee insurance, pension, and savings plans, working with insurance brokers and plan carriers. Ensure company compliance with federal and state laws, including reporting requirements.",70000,120000,15.0
13-1151.00,Training and Development Specialists,-1.275250250012341,0.21543519834012811,1.1149518772389237,2.0625903829025183,0.4881365436735562,-0.8482544756202856,"Learning Strategies, Speaking, Instructing","Present information with a variety of instructional techniques or formats, such as role playing, simulations, team exercises, group discussions, videos, or lectures. Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",70000,120000,35.0
13-1161.00,Market Research Analysts and Marketing Specialists,-1.7303901955448555,0.6415880359326446,0.6374620503922824,-0.04572443541786518,1.5969692620168405,-0.15591443024168533,"Reading Comprehension, Writing, Judgment and Decision Making","Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand. Conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals.",70000,120000,15.0
13-1199.04,Business Continuity Planners,-1.239850476470923,0.5225159195465006,-0.1823789730613853,0.33881097169717334,1.4646653581236078,0.3257134274129927,"Complex Problem Solving, Critical Thinking, Reading Comprehension","Develop emergency management plans for recovery decision making and communications, continuity of critical departmental processes, or temporary shut-down of non-critical departments to ensure continuity of operation and governance. Develop disaster recovery plans for physical locations with critical assets, such as data centers.",60000,100000,15.0
13-1199.05,Sustainability Specialists,-1.2297362554590894,1.0176052455731006,0.5834065982964362,0.2658818427615627,1.3260612683306974,-0.36662661796560714,"Reading Comprehension, Writing, Speaking","Develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals. Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",70000,120000,35.0
13-1199.07,Security Management Specialists,-0.2941708118644758,0.9674696176210399,-0.15535124701346217,-0.37722047603427766,0.3873335692787124,0.867544767274506,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",70000,120000,15.0
13-2011.00,Accountants and Auditors,-1.694990422003438,-0.003908173950137853,-0.6868965259559499,-0.277771663849354,0.5511384026703338,2.2321570306294287,"Reading Comprehension, Critical Thinking, Reading Comprehension","Perform technical work, solve problems, collaborate with team.",60000,100000,15.0
13-2022.00,Appraisers of Personal and Business Property,-0.4661125690656482,-0.6055357093748672,0.1599722235456406,-0.5628582587794687,1.0677536464439092,1.248833487917793,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",60000,100000,35.0
13-2023.00,Appraisers and Assessors of Real Estate,-0.8959669620685786,-0.4989974999767381,-0.21841594112528262,0.07361413920404342,1.1496560631397201,1.1384604372052631,"Reading Comprehension, Reading Comprehension, Writing","Perform technical work, solve problems, collaborate with team.",60000,100000,35.0
13-2031.00,Budget Analysts,-1.7657899690862735,0.1464987099060446,-0.2904898772530776,-0.23136221816305605,1.1181551336413313,2.1518857210203155,"Reading Comprehension, Active Listening, Writing","Provide advice and technical assistance with cost analysis, fiscal allocation, and budget preparation. Review operating budgets to analyze trends affecting budget needs.",70000,120000,15.0
13-2041.00,Credit Analysts,-1.7657899690862735,0.15903261689405981,-0.7679797040997193,-0.08550396029183471,0.95435030024971,2.1217839799168976,"Mathematics, Reading Comprehension, Active Listening","Analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money. Complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",70000,120000,15.0
13-2051.00,Financial and Investment Analysts,-1.7657899690862735,0.929867896656994,-0.06525882685371841,-0.1982126141014149,1.3260612683306974,0.767205630263115,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",70000,120000,15.0
13-2053.00,Insurance Underwriters,-1.477534670249014,-0.03524294142017573,-0.7679797040997193,0.21947239707526475,0.9417499284503548,1.4996813304462713,"Active Listening, Critical Thinking, Reading Comprehension","Examine documents to determine degree of risk from factors such as applicant health, financial standing and value, and condition of property. Decline excessive risks.",60000,100000,15.0
13-2071.00,Credit Counselors,-1.7657899690862735,-0.5992687558808595,-0.04724034282176966,1.5255667971039297,1.0992545759422985,0.6869343206540018,"Active Listening, Speaking, Speaking","Calculate clients' available monthly income to meet debt obligations. Explain services or policies to clients, such as debt management program rules, advantages and disadvantages of using services, or creditor concession policies.",60000,100000,15.0
13-2099.01,Financial Quantitative Analysts,-1.3814495706365946,1.894978734734164,-0.0292218587898209,-0.6225275460904228,0.2739302230845127,1.1083586961018455,"Mathematics, Reading Comprehension, Critical Thinking","Apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation. Research or develop analytical tools to address issues such as portfolio construction or optimization, performance measurement, attribution, profit and loss measurement, or pricing models.",70000,120000,15.0
13-2099.04,"Fraud Examiners, Investigators and Analysts",-1.335935576083343,0.6039863149685992,-0.6688780419240011,-0.4700393674068731,1.0362527169455207,1.3190708838257672,"Active Listening, Critical Thinking, Active Listening",Gather financial documents related to investigations. Interview witnesses or suspects and take statements.,70000,120000,15.0
15-1211.00,Computer Systems Analysts,-0.5824261107017352,1.7445718508779822,0.11492601346576894,-0.43688976334523194,-0.4568913412781066,1.1183926098029844,"Reading Comprehension, Judgment and Decision Making, Systems Evaluation","Troubleshoot program and system malfunctions to restore normal functioning. Provide staff and users with assistance solving computer-related problems, such as malfunctions and program problems.",70000,120000,15.0
15-1212.00,Information Security Analysts,-0.4458841270419808,1.1617451759352753,-0.4796839595885394,-0.3440708719726365,-0.10408093089615245,1.3893082797337415,"Reading Comprehension, Critical Thinking, Reading Comprehension","Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs. Monitor current reports of computer viruses to determine when to update virus protection systems.",70000,120000,15.0
15-1221.00,Computer and Information Research Scientists,-0.2789994803467254,2.145656874494468,0.9077393108715134,-0.33744095116030814,-0.35608836688326245,0.024696016378818807,"Active Learning, Systems Evaluation, Judgment and Decision Making","Analyze problems to develop solutions involving computer hardware and software. Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",60000,100000,15.0
15-1231.00,Computer Network Support Specialists,-0.09188639162780288,0.6478549894266525,-0.7679797040997193,-0.14517324760278888,-0.17338297579260764,0.7170360617574195,"Reading Comprehension, Critical Thinking, Critical Thinking","Configure security settings or access permissions for groups or individuals. Identify the causes of networking problems, using diagnostic testing software and equipment.",70000,120000,15.0
15-1232.00,Computer User Support Specialists,-0.21831415427572362,0.17156652388207502,-0.7679797040997193,0.5111889128177077,-0.42539041177971765,1.1183926098029844,"Reading Comprehension, Reading Comprehension, Active Listening",Oversee the daily performance of computer systems. Answer user inquiries regarding computer software or hardware operation to resolve problems.,70000,120000,15.0
15-1241.00,Computer Network Architects,-0.21831415427572362,1.0990756409951994,0.34916630588110276,-0.23799213897538446,0.11642557559256893,0.2956116863095759,"Reading Comprehension, Critical Thinking, Critical Thinking","Develop or recommend network security measures, such as firewalls, network security audits, or automated security probes. Develop and implement solutions for network problems.",90000,150000,15.0
15-1241.01,Telecommunications Engineering Specialists,0.19131179670353987,0.4911811520764626,0.015824351290050987,-0.3109212679109951,0.1101253896928913,0.1752047218959062,"Reading Comprehension, Active Listening, Writing","Consult with users, administrators, and engineers to identify business and technical requirements for proposed system modifications or technology purchases. Implement system renovation projects in collaboration with technical staff, engineering consultants, installers, and vendors.",70000,120000,25.0
15-1242.00,Database Administrators,-0.9060811830804122,0.7418592918367662,-0.4977024436204881,-0.1783228516644303,-0.07888018729744142,1.800698741480446,"Reading Comprehension, Active Learning, Complex Problem Solving","Modify existing databases and database management systems or direct programmers and analysts to make changes. Plan, coordinate, and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure.",60000,100000,15.0
15-1243.00,Database Architects,-0.9111382935863291,1.3184190132854652,0.331147821849154,-0.41037008009591897,-0.14818223219389662,1.2187317468143761,"Reading Comprehension, Programming, Complex Problem Solving","Develop and document database architectures. Collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",90000,150000,15.0
15-1243.01,Data Warehousing Specialists,-0.8201103044798261,0.7105245243667283,-0.20940669910930826,-0.3639606344096212,0.06602408839514687,1.6000204674576632,"Reading Comprehension, Reading Comprehension, Critical Thinking","Develop data warehouse process models, including sourcing, loading, transformation, and extraction. Verify the structure, accuracy, or quality of warehouse data.",70000,120000,15.0
15-1244.00,Network and Computer Systems Administrators,-0.14751460719288773,0.2969055937622268,-0.7679797040997193,-0.21810237653839953,0.30543115258290165,1.4093761071360194,"Systems Evaluation, Reading Comprehension, Complex Problem Solving","Maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations. Perform data backups and disaster recovery operations.",60000,100000,15.0
15-1251.00,Computer Programmers,-0.5975974422194856,1.0050713385850851,0.6915175024881287,-0.35733071359729307,-0.595495431071017,1.0280873864927322,"Programming, Programming, Active Listening","Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic. Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.",60000,100000,15.0
15-1252.00,Software Developers,-0.2840565908526421,1.4312241761776023,0.3671847899130511,-0.4435196841575602,-0.7025985913655387,0.6869343206540018,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",70000,120000,25.0
15-1253.00,Software Quality Assurance Analysts and Testers,-0.3497990274295611,1.368554641237526,-0.1463420049974878,-0.6755669125890489,-0.8916041683558713,0.9076804220790625,"Reading Comprehension, Reading Comprehension, Active Listening","Document software defects, using a bug tracking system, and report defects to software developers. Develop testing programs that address areas such as database impacts, software scenarios, regression testing, negative testing, error or bug retests, or usability.",70000,120000,25.0
15-1254.00,Web Developers,-0.7796534204324915,0.929867896656994,1.0969333932069751,-0.20484253491374302,-0.059979629598408,0.31567951371185377,"Programming, Programming, Reading Comprehension","Write supporting code for Web applications or Web sites. Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",70000,120000,25.0
15-1255.00,Web and Digital Interface Designers,-0.9718236196573312,0.81079578027085,2.376245759475336,-0.22473229735072794,0.09752501789353579,-0.3866944453678859,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",60000,100000,15.0
15-1299.01,Web Administrators,-0.9718236196573312,0.528782873040508,0.38520327394499987,-0.21147245572607143,0.475536171874201,0.9678839042858979,"Reading Comprehension, Critical Thinking, Critical Thinking","Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel. Identify or document backup or recovery plans.",60000,100000,15.0
15-1299.02,Geographic Information Systems Technologists and Technicians,-0.11717194415738694,1.0113382920790932,0.4122309999929232,-0.41037008009591897,-0.6647974759674723,1.1083586961018455,"Reading Comprehension, Reading Comprehension, Critical Thinking","Perform technical work, solve problems, collaborate with team.",60000,100000,15.0
15-1299.05,Information Security Engineers,-0.12728616516922037,1.211880803887336,-0.48869320160451374,-0.46340944659454486,-0.2048839052909963,1.2689013153200717,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",70000,120000,25.0
15-1299.06,Digital Forensics Analysts,-0.6633398787964044,1.5816310600337842,-0.12832352096553906,-0.5761181004041251,-0.17968316169228526,1.2789352290212106,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",70000,120000,15.0
15-1299.07,Blockchain Engineers,-0.5520834476662343,1.0677408735251614,0.19600919160953814,-0.6490472293397358,0.2550296653854796,0.9177143357802023,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",70000,120000,35.0
15-1299.08,Computer Systems Engineers/Architects,-0.08177217061596898,1.3748215947315334,0.10591677144979456,-0.33744095116030814,-0.11038111679583007,0.6467986658494452,"Operations Analysis, Programming, Active Learning","Communicate with staff or clients to understand specific system requirements. Investigate system component suitability for specified purposes, and make recommendations regarding component use.",90000,150000,25.0
15-1299.09,Information Technology Project Managers,-1.4016780126602617,0.06502831448394591,-0.02021261677384652,0.07361413920404342,1.911978557000728,0.5163577877346366,"Monitoring, Critical Thinking, Critical Thinking","Manage project execution to ensure adherence to budget, schedule, and scope. Confer with project personnel to identify and resolve problems.",90000,150000,15.0
15-2031.00,Operations Research Analysts,-1.3005358025419251,1.6819023159379058,0.259073885721359,-0.33744095116030814,0.08492464609418028,0.9979856453893147,"Mathematics, Mathematics, Complex Problem Solving","Present the results of mathematical modeling and data analysis to management or other end users. Define data requirements, and gather and validate information, applying judgment and statistical tests.",70000,120000,15.0
15-2051.00,Data Scientists,-1.179165150399921,2.1393899210004608,0.6644897764402053,-0.5893779420287817,-0.8034015657603828,0.6267308384471674,"technical skills, problem solving, communication","Perform technical work, solve problems, collaborate with team.",60000,100000,35.0
15-2051.01,Business Intelligence Analysts,-1.7051046430152714,1.1805460364172982,0.0878982874178458,-0.4435196841575602,0.929149556650999,0.8374430261710892,"Reading Comprehension, Critical Thinking, Active Learning","Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders. Maintain or update business intelligence tools, databases, dashboards, systems, or methods.",70000,120000,15.0
15-2051.02,Clinical Data Managers,-1.6191337644146853,1.337219873767488,-0.6328410738601038,0.0006850102684324592,0.19832799228837963,2.10171615251462,"Reading Comprehension, Critical Thinking, Monitoring","Design and validate clinical databases, including designing or testing logic checks. Process clinical data, including receipt, entry, verification, or filing of information.",90000,150000,15.0
17-1011.00,"Architects, Except Landscape and Naval",0.36325355390471203,0.3783759891843255,2.4303012115711815,-0.025834672980880564,0.29283078078354613,-0.6576101152986421,"Reading Comprehension, Critical Thinking, Judgment and Decision Making","Develop final construction plans that include aesthetic representations of the structure or details for its construction. Prepare scale drawings or architectural designs, using computer-aided design or other tools.",90000,150000,15.0
17-1012.00,Landscape Architects,0.46945287452896545,0.6979906173787134,2.448319695603131,0.053724376767058504,0.4251346846767789,-1.0690005770453468,"Reading Comprehension, Reading Comprehension, Active Listening","Prepare graphic representations or drawings of proposed plans or designs. Confer with clients, engineering personnel, or architects on landscape projects.",90000,150000,15.0
17-2011.00,Aerospace Engineers,0.44416732199938136,1.6066988740098145,0.5383603882165645,-0.8413149328972551,-0.25528539248841836,-0.1458805165405464,"Science, Reading Comprehension, Operations Analysis","Plan or conduct experimental, environmental, operational, or stress tests on models or prototypes of aircraft or aerospace systems or equipment. Formulate conceptual design of aeronautical or aerospace products or systems to meet customer requirements or conform to environmental regulations.",70000,120000,25.0
17-2021.00,Agricultural Engineers,0.8487361624727277,1.6944362229259213,0.31312933781720526,-0.5495984171548122,-0.24898520658874074,-0.8482544756202856,"Reading Comprehension, Active Listening, Mathematics","Prepare reports, sketches, working drawings, specifications, proposals, and budgets for proposed sites or systems. Visit sites to observe environmental problems, to consult with contractors, or to monitor construction activities.",70000,120000,25.0
17-2031.00,Bioengineers and Biomedical Engineers,0.545309532117718,2.145656874494468,0.4032217579769486,0.23936215951224965,-0.8853039824561936,-0.998763181137373,"Reading Comprehension, Science, Critical Thinking","Evaluate the safety, efficiency, and effectiveness of biomedical equipment. Prepare technical reports, data summary documents, or research articles for scientific publication, regulatory submissions, or patent applications.",70000,120000,25.0
17-2041.00,Chemical Engineers,0.904364378037813,1.3497537807555036,-0.08327731088566716,-0.9871731907684765,-0.7277993349642498,-0.16594834394282426,"Science, Critical Thinking, Mathematics",Monitor and analyze data from processes and experiments. Develop safety procedures to be employed by workers operating equipment or working in close proximity to ongoing chemical reactions.,70000,120000,25.0
17-2051.00,Civil Engineers,0.9448212620851477,0.9612026641270325,0.26808312773733317,-0.5031889714685144,-0.053679443698730386,-0.1458805165405464,"Reading Comprehension, Mathematics, Critical Thinking","Direct engineering activities, ensuring compliance with environmental, safety, or other governmental regulations. Manage and direct the construction, operations, or maintenance activities at project site.",70000,120000,25.0
17-2051.01,Transportation Engineers,0.545309532117718,0.779461012800812,0.19600919160953814,-0.39048031765893415,0.03452315889675822,-0.06560920693143327,"Mathematics, Reading Comprehension, Complex Problem Solving","Design or prepare plans for new transportation systems or parts of systems, such as airports, commuter trains, highways, streets, bridges, drainage structures, or roadway lighting. Check construction plans, design calculations, or cost estimations to ensure completeness, accuracy, or conformity to engineering standards or practices.",70000,120000,25.0
17-2051.02,Water/Wastewater Engineers,0.5705950846473021,1.1116095479832144,-0.0021941327418977673,-0.5230787339054992,-0.053679443698730386,-0.2462196535519374,"Complex Problem Solving, Mathematics, Reading Comprehension","Provide technical direction or supervision to junior engineers, engineering or computer-aided design (CAD) technicians, or other technical personnel. Design domestic or industrial water or wastewater treatment plants, including advanced facilities with sequencing batch reactors (SBR), membranes, lift stations, headworks, surge overflow basins, ultraviolet disinfection systems, aerobic digesters, sludge lagoons, or control buildings.",70000,120000,25.0
17-2061.00,Computer Hardware Engineers,0.6565659632478882,1.2933511993094347,-0.011203374757872144,-0.5031889714685144,-0.6962984054658611,0.5063238740334977,"Reading Comprehension, Writing, Critical Thinking","Update knowledge and skills to keep up with rapid advancements in computer technology. Design and develop computer hardware and support peripherals, including central processing units (CPUs), support logic, microprocessors, custom integrated circuits, and printers and disk drives.",70000,120000,25.0
17-2071.00,Electrical Engineers,0.9397641515792305,1.086541734007184,0.14195373951369186,-0.6490472293397358,-0.42539041177971765,0.2354082041027406,"Reading Comprehension, Writing, Speaking","Design, implement, maintain, or improve electrical instruments, equipment, facilities, components, products, or systems for commercial, industrial, or domestic purposes. Oversee project production efforts to assure projects are completed on time and within budget.",70000,120000,25.0
17-2072.00,"Electronics Engineers, Except Computer",0.8790788255082289,1.3936224552135563,0.1599722235456406,-0.6357873877150794,-0.8601032388574825,-0.09571094803485092,"Reading Comprehension, Mathematics, Critical Thinking","Design electronic components, software, products, or systems for commercial, industrial, medical, military, or scientific applications. Operate computer-assisted engineering or design software or equipment to perform electronics engineering tasks.",70000,120000,25.0
17-2081.00,Environmental Engineers,0.3329108908692112,1.5878980135277923,0.1689814655616152,-0.22473229735072794,0.07232427429482477,-0.48703358237927685,"Reading Comprehension, Writing, Speaking","Design, or supervise the design of, systems, processes, or equipment for control, management, or remediation of water, air, or soil quality. Assess the existing or potential environmental impact of land use projects on air, water, or land.",70000,120000,25.0
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.4188817694697973,1.2870842458154272,-0.7319427360358217,-0.24462205978771256,-0.4568913412781066,-0.11577877543712876,"Reading Comprehension, Reading Comprehension, Active Listening","Perform technical work, solve problems, collaborate with team.",70000,120000,25.0
